query_id,template_id,sql_text
Q85_V010,Q_0947,"SELECT EXTRACT(YEAR FROM l_shipdate) AS ship_year, SUM(l_quantity) AS total_qty FROM lineitem WHERE l_shipdate BETWEEN DATE '1994-01-01' AND DATE '1998-12-31' GROUP BY ship_year ORDER BY total_qty ASC;"
Q85_V011,Q_0948,"SELECT EXTRACT(YEAR FROM l_shipdate) AS ship_year, EXTRACT(QUARTER FROM l_shipdate) AS ship_qtr, SUM(l_quantity) AS total_qty FROM lineitem GROUP BY ship_year, ship_qtr ORDER BY ship_year, ship_qtr;"
Q86_V001,Q_0949,"SELECT c_custkey, c_name FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL;"
Q86_V002,Q_0950,"SELECT c_custkey, c_name FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL ORDER BY c_custkey;"
Q86_V003,Q_0951,"SELECT c_custkey, c_name, c_mktsegment FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL;"
Q86_V004,Q_0952,"SELECT c_custkey, c_name FROM customer WHERE c_custkey NOT IN (SELECT DISTINCT o_custkey FROM orders);"
Q86_V005,Q_0953,"SELECT c_custkey, c_name FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL AND c_mktsegment = 'BUILDING';"
Q86_V006,Q_0954,"SELECT c_custkey, c_name FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL AND c_mktsegment = 'AUTOMOBILE';"
Q86_V007,Q_0955,SELECT COUNT(*) AS no_order_customers FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL;
Q86_V008,Q_0956,"SELECT c_mktsegment, COUNT(*) AS inactive_count FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL GROUP BY c_mktsegment ORDER BY inactive_count DESC;"
Q86_V009,Q_0957,"SELECT c_custkey, c_name FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL AND c_acctbal > 0 ORDER BY c_acctbal DESC;"
Q86_V010,Q_0958,"SELECT c_custkey, c_name, c_acctbal FROM customer LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL AND c_acctbal <= 0;"
Q86_V011,Q_0959,"SELECT n_name, COUNT(*) AS customers_without_orders FROM nation JOIN customer ON n_nationkey = c_nationkey LEFT JOIN orders ON c_custkey = o_custkey WHERE o_orderkey IS NULL GROUP BY n_name ORDER BY customers_without_orders DESC;"
Q87_V001,Q_0960,SELECT SUM(o_totalprice) AS urgent_revenue FROM orders WHERE o_orderpriority = '1-URGENT';
Q87_V002,Q_0961,SELECT SUM(o_totalprice) AS high_revenue FROM orders WHERE o_orderpriority = '2-HIGH';
Q87_V003,Q_0962,SELECT SUM(o_totalprice) AS medium_revenue FROM orders WHERE o_orderpriority = '3-MEDIUM';
Q87_V004,Q_0963,"SELECT o_orderpriority, SUM(o_totalprice) AS revenue FROM orders GROUP BY o_orderpriority ORDER BY o_orderpriority;"
Q87_V005,Q_0964,SELECT SUM(o_totalprice) AS urgent_revenue FROM orders WHERE o_orderpriority = '1-URGENT' AND o_orderdate >= DATE '1995-01-01';
Q87_V006,Q_0965,SELECT SUM(o_totalprice) AS urgent_revenue FROM orders WHERE o_orderpriority = '1-URGENT' AND o_orderdate <= DATE '1996-12-31';
Q87_V007,Q_0966,"SELECT COUNT(*) AS urgent_count, SUM(o_totalprice) AS urgent_revenue FROM orders WHERE o_orderpriority = '1-URGENT';"
Q87_V008,Q_0967,"SELECT SUM(o_totalprice) AS urgent_revenue FROM orders WHERE o_orderpriority IN ('1-URGENT', '2-HIGH');"
Q87_V009,Q_0968,SELECT AVG(o_totalprice) AS avg_urgent_price FROM orders WHERE o_orderpriority = '1-URGENT';
Q87_V010,Q_0969,"SELECT EXTRACT(YEAR FROM o_orderdate) AS yr, SUM(o_totalprice) AS urgent_revenue FROM orders WHERE o_orderpriority = '1-URGENT' GROUP BY yr ORDER BY yr;"
Q87_V011,Q_0970,SELECT SUM(o_totalprice) AS urgent_revenue FROM orders WHERE o_orderpriority = '1-URGENT' AND o_totalprice > 100000;
Q88_V001,Q_0971,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY c_custkey, c_name ORDER BY distinct_parts DESC LIMIT 20;"
Q88_V002,Q_0972,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY c_custkey, c_name ORDER BY distinct_parts ASC LIMIT 20;"
Q88_V003,Q_0973,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY c_custkey, c_name HAVING COUNT(DISTINCT l_partkey) > 10 ORDER BY distinct_parts DESC;"
Q88_V004,Q_0974,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY c_custkey, c_name ORDER BY distinct_parts DESC LIMIT 50;"
Q88_V005,Q_0975,"SELECT c_custkey, c_name, COUNT(DISTINCT l_suppkey) AS distinct_suppliers FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY c_custkey, c_name ORDER BY distinct_suppliers DESC LIMIT 20;"
Q88_V006,Q_0976,"SELECT c_mktsegment, AVG(dp.distinct_parts) AS avg_distinct_parts FROM customer JOIN (SELECT o_custkey, COUNT(DISTINCT l_partkey) AS distinct_parts FROM orders JOIN lineitem ON o_orderkey = l_orderkey GROUP BY o_custkey) dp ON c_custkey = dp.o_custkey GROUP BY c_mktsegment ORDER BY avg_distinct_parts DESC;"
Q88_V007,Q_0977,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderdate >= DATE '1996-01-01' GROUP BY c_custkey, c_name ORDER BY distinct_parts DESC LIMIT 20;"
Q88_V008,Q_0978,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderdate <= DATE '1995-12-31' GROUP BY c_custkey, c_name ORDER BY distinct_parts DESC LIMIT 20;"
Q88_V009,Q_0979,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderpriority = '1-URGENT' GROUP BY c_custkey, c_name ORDER BY distinct_parts DESC LIMIT 20;"
Q88_V010,Q_0980,"SELECT c_custkey, c_name, COUNT(*) AS total_lineitems FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY c_custkey, c_name ORDER BY total_lineitems DESC LIMIT 20;"
Q88_V011,Q_0981,"SELECT c_custkey, c_name, COUNT(DISTINCT l_partkey) AS distinct_parts FROM customer JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE c_mktsegment = 'BUILDING' GROUP BY c_custkey, c_name ORDER BY distinct_parts DESC LIMIT 20;"
Q89_V001,Q_0982,SELECT AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey;
Q89_V002,Q_0983,SELECT AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderdate >= DATE '1995-01-01';
Q89_V003,Q_0984,SELECT AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderdate <= DATE '1996-12-31';
Q89_V004,Q_0985,SELECT AVG(l_commitdate - o_orderdate) AS avg_days_to_commit FROM orders JOIN lineitem ON o_orderkey = l_orderkey;
Q89_V005,Q_0986,SELECT AVG(l_receiptdate - l_shipdate) AS avg_transit_days FROM lineitem;
Q89_V006,Q_0987,"SELECT o_orderpriority, AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey GROUP BY o_orderpriority ORDER BY o_orderpriority;"
Q89_V007,Q_0988,"SELECT EXTRACT(YEAR FROM o_orderdate) AS yr, AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey GROUP BY yr ORDER BY yr;"
Q89_V008,Q_0989,"SELECT l_shipmode, AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey GROUP BY l_shipmode ORDER BY avg_days_to_ship;"
Q89_V009,Q_0990,"SELECT MAX(l_shipdate - o_orderdate) AS max_days_to_ship, MIN(l_shipdate - o_orderdate) AS min_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey;"
Q89_V010,Q_0991,SELECT AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderpriority = '1-URGENT';
Q89_V011,Q_0992,SELECT AVG(l_shipdate - o_orderdate) AS avg_days_to_ship FROM orders JOIN lineitem ON o_orderkey = l_orderkey WHERE l_shipdate - o_orderdate > 7;
Q90_V001,Q_0993,"SELECT p_type, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_type HAVING AVG(p_retailprice) > 1200 ORDER BY avg_price DESC;"
Q90_V002,Q_0994,"SELECT p_type, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_type HAVING AVG(p_retailprice) > 1500 ORDER BY avg_price DESC;"
Q90_V003,Q_0995,"SELECT p_type, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_type HAVING AVG(p_retailprice) < 1200 ORDER BY avg_price ASC;"
Q90_V004,Q_0996,"SELECT p_type, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_type HAVING AVG(p_retailprice) >= 1000 ORDER BY avg_price DESC;"
Q90_V005,Q_0997,"SELECT p_type, MIN(p_retailprice) AS min_price, MAX(p_retailprice) AS max_price, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_type ORDER BY avg_price DESC;"
Q90_V006,Q_0998,"SELECT p_type, COUNT(*) AS part_count, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_type HAVING AVG(p_retailprice) > 1200 ORDER BY part_count DESC;"
Q90_V007,Q_0999,"SELECT p_brand, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_brand HAVING AVG(p_retailprice) > 1200 ORDER BY avg_price DESC;"
Q90_V008,Q_1000,"SELECT p_type, AVG(p_retailprice) AS avg_price FROM part WHERE p_size > 10 GROUP BY p_type HAVING AVG(p_retailprice) > 1200 ORDER BY avg_price DESC;"
Q90_V009,Q_1001,"SELECT p_type, AVG(p_retailprice) AS avg_price FROM part WHERE p_size <= 30 GROUP BY p_type HAVING AVG(p_retailprice) > 1200 ORDER BY avg_price DESC;"
Q90_V010,Q_1002,"SELECT p_type, SUM(p_retailprice) AS total_price FROM part GROUP BY p_type ORDER BY total_price DESC LIMIT 10;"
Q90_V011,Q_1003,"SELECT p_container, AVG(p_retailprice) AS avg_price FROM part GROUP BY p_container HAVING AVG(p_retailprice) > 1200 ORDER BY avg_price DESC;"
Q91_V001,Q_1004,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name ORDER BY revenue DESC LIMIT 10;"
Q91_V002,Q_1005,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name ORDER BY revenue ASC LIMIT 10;"
Q91_V003,Q_1006,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderdate >= DATE '1996-01-01' GROUP BY n_name ORDER BY revenue DESC LIMIT 10;"
Q91_V004,Q_1007,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderdate <= DATE '1995-12-31' GROUP BY n_name ORDER BY revenue DESC LIMIT 10;"
Q91_V005,Q_1008,"SELECT n_name, COUNT(*) AS order_count FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey GROUP BY n_name ORDER BY order_count DESC LIMIT 10;"
Q91_V006,Q_1009,"SELECT n_name, AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name ORDER BY avg_revenue DESC LIMIT 10;"
Q91_V007,Q_1010,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE o_orderpriority = '1-URGENT' GROUP BY n_name ORDER BY revenue DESC LIMIT 10;"
Q91_V008,Q_1011,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY n_name ORDER BY revenue DESC;"
Q91_V009,Q_1012,"SELECT r_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM region JOIN nation ON r_regionkey = n_regionkey JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey GROUP BY r_name ORDER BY revenue DESC;"
Q91_V010,Q_1013,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE l_discount < 0.05 GROUP BY n_name ORDER BY revenue DESC LIMIT 10;"
Q91_V011,Q_1014,"SELECT n_name, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM nation JOIN customer ON n_nationkey = c_nationkey JOIN orders ON c_custkey = o_custkey JOIN lineitem ON o_orderkey = l_orderkey WHERE l_discount >= 0.05 GROUP BY n_name ORDER BY revenue DESC LIMIT 10;"
Q92_V001,Q_1015,"SELECT s_suppkey, s_name, SUM(ps_supplycost * ps_availqty) AS total_value FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name HAVING SUM(ps_supplycost * ps_availqty) > ( SELECT AVG(total) FROM ( SELECT SUM(ps_supplycost * ps_availqty) AS total FROM partsupp GROUP BY ps_suppkey ) t ) ORDER BY total_value DESC;"
Q92_V002,Q_1016,"SELECT s_suppkey, s_name, SUM(ps_supplycost * ps_availqty) AS total_value FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name ORDER BY total_value ASC LIMIT 20;"
Q92_V003,Q_1017,"SELECT s_suppkey, s_name, SUM(ps_supplycost * ps_availqty) AS total_value FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name HAVING SUM(ps_supplycost * ps_availqty) > 1000000 ORDER BY total_value DESC;"
Q92_V004,Q_1018,"SELECT s_suppkey, s_name, AVG(ps_supplycost * ps_availqty) AS avg_value FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name ORDER BY avg_value DESC LIMIT 20;"
Q92_V005,Q_1019,"SELECT s_suppkey, s_name, COUNT(*) AS part_count FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name ORDER BY part_count DESC LIMIT 20;"
Q92_V006,Q_1020,"SELECT s_suppkey, s_name, SUM(ps_supplycost * ps_availqty) AS total_value FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey WHERE ps_supplycost > 100 GROUP BY s_suppkey, s_name HAVING SUM(ps_supplycost * ps_availqty) > (SELECT AVG(total) FROM (SELECT SUM(ps_supplycost * ps_availqty) AS total FROM partsupp GROUP BY ps_suppkey) t) ORDER BY total_value DESC;"
Q92_V007,Q_1021,"SELECT s_suppkey, s_name, SUM(ps_supplycost * ps_availqty) AS total_value FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey WHERE ps_supplycost <= 100 GROUP BY s_suppkey, s_name HAVING SUM(ps_supplycost * ps_availqty) > (SELECT AVG(total) FROM (SELECT SUM(ps_supplycost * ps_availqty) AS total FROM partsupp GROUP BY ps_suppkey) t) ORDER BY total_value DESC;"
Q92_V008,Q_1022,"SELECT s_suppkey, s_name, MAX(ps_supplycost) AS max_cost FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name ORDER BY max_cost DESC LIMIT 20;"
Q92_V009,Q_1023,"SELECT n_name, SUM(ps_supplycost * ps_availqty) AS total_value FROM nation JOIN supplier ON n_nationkey = s_nationkey JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY n_name ORDER BY total_value DESC;"
Q92_V010,Q_1024,"SELECT s_suppkey, s_name, SUM(ps_availqty) AS total_qty FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name ORDER BY total_qty DESC LIMIT 20;"
Q92_V011,Q_1025,"SELECT s_suppkey, s_name, MIN(ps_supplycost) AS min_cost FROM supplier JOIN partsupp ON s_suppkey = ps_suppkey GROUP BY s_suppkey, s_name ORDER BY min_cost ASC LIMIT 20;"
Q93_V001,Q_1026,"SELECT l_returnflag, l_linestatus, COUNT(*) AS cnt, SUM(l_extendedprice) AS gross_revenue, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q93_V002,Q_1027,"SELECT l_returnflag, l_linestatus, COUNT(*) AS cnt, SUM(l_extendedprice) AS gross_revenue, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem WHERE l_shipdate <= DATE '1998-09-02' GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q93_V003,Q_1028,"SELECT l_returnflag, l_linestatus, COUNT(*) AS cnt, AVG(l_extendedprice) AS avg_revenue FROM lineitem GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q93_V004,Q_1029,"SELECT l_returnflag, COUNT(*) AS cnt, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem GROUP BY l_returnflag ORDER BY l_returnflag;"
Q93_V005,Q_1030,"SELECT l_linestatus, COUNT(*) AS cnt, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem GROUP BY l_linestatus ORDER BY l_linestatus;"
Q93_V006,Q_1031,"SELECT l_returnflag, l_linestatus, SUM(l_quantity) AS total_qty, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem WHERE l_shipdate >= DATE '1994-01-01' GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q93_V007,Q_1032,"SELECT l_returnflag, l_linestatus, SUM(l_extendedprice * (1 - l_discount) * (1 + l_tax)) AS total_charge FROM lineitem GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q93_V008,Q_1033,"SELECT l_returnflag, l_linestatus, COUNT(*) AS cnt, SUM(l_extendedprice) AS gross_revenue, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem WHERE l_discount >= 0.05 GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q93_V009,Q_1034,"SELECT l_returnflag, l_linestatus, COUNT(*) AS cnt, SUM(l_extendedprice) AS gross_revenue, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem WHERE l_discount <= 0.05 GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q93_V010,Q_1035,"SELECT l_returnflag, l_linestatus, AVG(l_discount) AS avg_discount, SUM(l_extendedprice * (1 - l_discount)) AS net_revenue FROM lineitem GROUP BY l_returnflag, l_linestatus ORDER BY net_revenue DESC;"
Q93_V011,Q_1036,"SELECT l_returnflag, l_linestatus, STDDEV(l_extendedprice) AS price_stddev, COUNT(*) AS cnt FROM lineitem GROUP BY l_returnflag, l_linestatus ORDER BY l_returnflag, l_linestatus;"
Q94_V001,Q_1037,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate > DATE '1997-01-01' AND o_totalprice > 100000 ORDER BY o_totalprice DESC LIMIT 50;"
Q94_V002,Q_1038,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate > DATE '1996-01-01' AND o_totalprice > 100000 ORDER BY o_totalprice DESC LIMIT 50;"
Q94_V003,Q_1039,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate < DATE '1997-01-01' AND o_totalprice > 100000 ORDER BY o_totalprice DESC LIMIT 50;"
Q94_V004,Q_1040,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate >= DATE '1995-01-01' AND o_totalprice >= 150000 ORDER BY o_totalprice DESC LIMIT 50;"
Q94_V005,Q_1041,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate <= DATE '1997-12-31' AND o_totalprice > 100000 ORDER BY o_orderdate DESC LIMIT 50;"
Q94_V006,Q_1042,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate > DATE '1997-01-01' AND o_totalprice > 200000 ORDER BY o_totalprice DESC LIMIT 50;"
Q94_V007,Q_1043,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate > DATE '1997-01-01' AND o_totalprice BETWEEN 100000 AND 200000 ORDER BY o_totalprice DESC LIMIT 50;"
Q94_V008,Q_1044,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate > DATE '1997-01-01' AND o_totalprice > 100000 AND o_orderpriority = '1-URGENT' ORDER BY o_totalprice DESC LIMIT 50;"
Q94_V009,Q_1045,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate BETWEEN DATE '1996-01-01' AND DATE '1998-12-31' AND o_totalprice > 100000 ORDER BY o_totalprice DESC LIMIT 100;"
Q94_V010,Q_1046,"SELECT o_orderpriority, COUNT(*) AS cnt, SUM(o_totalprice) AS revenue FROM orders WHERE o_orderdate > DATE '1997-01-01' AND o_totalprice > 100000 GROUP BY o_orderpriority ORDER BY revenue DESC;"
Q94_V011,Q_1047,"SELECT o_orderkey, o_orderdate, o_totalprice, o_orderpriority FROM orders WHERE o_orderdate > DATE '1997-06-01' AND o_totalprice > 100000 ORDER BY o_totalprice ASC LIMIT 50;"
Q95_V001,Q_1048,"SELECT p_partkey, p_name FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL;"
Q95_V002,Q_1049,"SELECT p_partkey, p_name, p_type FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL;"
Q95_V003,Q_1050,SELECT COUNT(*) AS parts_without_supply FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL;
Q95_V004,Q_1051,"SELECT p_partkey, p_name, p_brand FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL ORDER BY p_brand;"
Q95_V005,Q_1052,"SELECT p_type, COUNT(*) AS unsupplied_parts FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL GROUP BY p_type ORDER BY unsupplied_parts DESC;"
Q95_V006,Q_1053,"SELECT p_brand, COUNT(*) AS unsupplied_count FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL GROUP BY p_brand ORDER BY unsupplied_count DESC;"
Q95_V007,Q_1054,"SELECT p_partkey, p_name FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL AND p_retailprice > 1000;"
Q95_V008,Q_1055,"SELECT p_partkey, p_name FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL AND p_retailprice <= 1000;"
Q95_V009,Q_1056,"SELECT p_size, COUNT(*) AS unsupplied_count FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL GROUP BY p_size ORDER BY unsupplied_count DESC;"
Q95_V010,Q_1057,"SELECT p_container, COUNT(*) AS unsupplied_parts FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL GROUP BY p_container ORDER BY unsupplied_parts DESC;"
Q95_V011,Q_1058,"SELECT p_partkey, p_name, p_retailprice FROM part LEFT JOIN partsupp ON p_partkey = ps_partkey WHERE ps_partkey IS NULL ORDER BY p_retailprice DESC LIMIT 30;"
Q96_V001,Q_1059,"SELECT p_container, SUM(l_extendedprice * (1 - l_discount)) AS revenue, COUNT(*) AS line_count FROM part JOIN lineitem ON p_partkey = l_partkey GROUP BY p_container ORDER BY revenue DESC;"
Q96_V002,Q_1060,"SELECT p_container, SUM(l_extendedprice * (1 - l_discount)) AS revenue, COUNT(*) AS line_count FROM part JOIN lineitem ON p_partkey = l_partkey GROUP BY p_container ORDER BY revenue ASC;"
Q96_V003,Q_1061,"SELECT p_container, AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue FROM part JOIN lineitem ON p_partkey = l_partkey GROUP BY p_container ORDER BY avg_revenue DESC;"
Q96_V004,Q_1062,"SELECT p_container, SUM(l_quantity) AS total_qty FROM part JOIN lineitem ON p_partkey = l_partkey GROUP BY p_container ORDER BY total_qty DESC;"
Q96_V005,Q_1063,"SELECT p_container, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM part JOIN lineitem ON p_partkey = l_partkey WHERE l_shipdate >= DATE '1995-01-01' GROUP BY p_container ORDER BY revenue DESC;"
Q96_V006,Q_1064,"SELECT p_container, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM part JOIN lineitem ON p_partkey = l_partkey WHERE l_shipdate <= DATE '1997-12-31' GROUP BY p_container ORDER BY revenue DESC;"
Q96_V007,Q_1065,"SELECT p_container, COUNT(DISTINCT l_orderkey) AS order_count FROM part JOIN lineitem ON p_partkey = l_partkey GROUP BY p_container ORDER BY order_count DESC;"
Q96_V008,Q_1066,"SELECT p_container, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM part JOIN lineitem ON p_partkey = l_partkey WHERE l_discount < 0.05 GROUP BY p_container ORDER BY revenue DESC;"
Q96_V009,Q_1067,"SELECT p_container, SUM(l_extendedprice * (1 - l_discount)) AS revenue FROM part JOIN lineitem ON p_partkey = l_partkey WHERE l_discount >= 0.05 GROUP BY p_container ORDER BY revenue DESC;"
